"docid","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"105th-congress_house-bill_967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_992",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1000",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1003",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_1058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_1122",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_1129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_1151",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_1154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_1226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1252",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1262",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_1270",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1271",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105th-congress_house-bill_1275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105th-congress_house-bill_1342",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_1370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_house-bill_1385",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1420",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1428",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_1469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_1476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_1479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_1484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_1493",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1534",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1544",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_1585",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_1658",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1661",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_1663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_1683",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1689",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_1757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_1775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_1818",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1839",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_1847",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_1853",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_1871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_1872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105th-congress_house-bill_1944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_1948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_1962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2003",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_2014",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_2027",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_2107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_2158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_2159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_house-bill_2160",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2169",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2181",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_house-bill_2203",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2209",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_2233",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2247",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2261",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_2264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_2267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2343",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_2348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_2369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105th-congress_house-bill_2378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_2400",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_2460",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2464",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2472",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_2515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_2534",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2570",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2578",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2589",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_2605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_2607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2616",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_house-bill_2625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_2644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_house-bill_2646",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_2676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_2746",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2829",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2846",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2863",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_2883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_2888",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_2920",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3039",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3096",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3097",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3130",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3150",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_3211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_3246",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3248",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_3310",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_3412",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_3433",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3494",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3528",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3534",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_3546",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3565",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_3581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_3582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_3616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_3630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_3682",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_3717",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3718",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_3736",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3743",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_3809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_house-bill_3811",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3853",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3874",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3891",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_house-bill_3892",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_3963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_3989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_4057",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_4060",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4101",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_4104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_4112",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_4194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_house-bill_4250",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4259",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_4276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_4300",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4328",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_4382",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4550",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4567",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_house-bill_4570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_4578",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4579",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_house-bill_4614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_house-bill_4616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_house-bill_4655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_house-bill_4756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105th-congress_senate-bill_4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_senate-bill_104",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_senate-bill_419",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_442",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_senate-bill_522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_543",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_562",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_senate-bill_648",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_717",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_830",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_852",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_senate-bill_871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_senate-bill_903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_910",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_senate-bill_936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_senate-bill_947",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_949",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_senate-bill_996",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_senate-bill_1022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_senate-bill_1132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105th-congress_senate-bill_1150",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1161",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1173",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"105th-congress_senate-bill_1244",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_1260",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_1269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105th-congress_senate-bill_1292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_senate-bill_1301",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_1364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1415",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1601",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105th-congress_senate-bill_1645",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105th-congress_senate-bill_1722",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1723",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1733",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1754",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1768",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105th-congress_senate-bill_1873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105th-congress_senate-bill_1882",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105th-congress_senate-bill_1981",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
